model,C,C0,gamma,C0_prime,gamma_prime,tau_f,tau_s,F_ref,lambda,T_eq,a_f,a_s,epsilon,C_unc,C0_unc,gamma_unc,C0_prime_unc,gamma_prime_unc,tau_f_unc,tau_s_unc,F_ref_unc,lambda_unc,T_eq_unc,a_f_unc,a_s_unc,epsilon_unc
CCSM3,3.9089867638850517,133.83227572379292,0.5887602606483389,111.43519041074694,0.49023011375098835,2.991514064383588,366.7340752226688,4.393398489803226,0.8099239852584118,5.424457813039679,0.6167012485979662,0.3832987514020338,0.8326481023212237,1.7960213062905543,11.581636864187868,0.03817648947086283,8.602849733183561,0.0253573510133695,1.3749583405665176,21.935338712383402,0.17582363228919135,0.03516845742540774,0.32032149812559074,0.0060351376046364055,0.0060351376046364055,0.032558444174904756
CESM1,5.073922688114461,92.60677466861779,0.6761214485192896,93.84318648000016,0.6851484829654152,3.5602735583390244,270.46551799969876,4.845505065511734,0.7217164729076044,6.713862364801621,0.49983052848153453,0.5001694715184655,1.0133512026070093,1.1108083618387088,4.409302424613966,0.025229946021028373,4.117610432029197,0.022208619749391752,0.7860770207850757,9.76903619830458,0.0773176448878523,0.012089865978040126,0.15532494294939594,0.006448416003101834,0.006448416003101834,0.018733946562378968
CNRMCM6,7.568350063626482,119.62858443334257,0.5507160002849592,153.72222760728857,0.7076677429878927,5.220115005787222,434.54979023666937,7.626515692259057,0.7247510697098657,10.522945064864995,0.4938014501707666,0.5061985498292334,1.284995792062917,2.1313269178894547,4.9478739450549964,0.016207654190156975,6.013701315936158,0.018533310049783626,1.4848676863137749,13.75744542320854,0.11503505953722197,0.012530131101122484,0.24143663403763618,0.0035603079348503586,0.0035603079348503586,0.01725224492962592
ECHAM5,8.723138689175379,131.84519985803098,0.5115234053719517,160.63076052678935,0.6232035274748369,7.000238006599714,530.4338724788595,7.106278562981747,0.6055186645599228,11.73585387024598,0.4790480164599159,0.5209519835400841,1.2183284692939467,2.5105987473174536,9.938934455924532,0.026518516292757175,10.947163804392819,0.02531111083499483,2.030412909072051,29.948792377161762,0.20902065705272815,0.018668360335416138,0.5000722073839662,0.0053533109237472835,0.0053533109237472835,0.03925359423858751
GISSE2R,2.812358434296201,147.5578151923485,0.9984786733234569,109.39507583651226,0.7402430704668206,1.747429450685046,276.4596312664054,4.1398820144591895,0.8603253470409571,4.811995867258929,0.5315934656353747,0.4684065343646253,0.7413709378517883,0.9248100191982834,6.374106607071684,0.03420157760193337,4.1924005721079105,0.020620701408873714,0.5767751227987449,8.648850256514066,0.07002337893772757,0.014918949514480419,0.11656628266254783,0.005117122693266949,0.005117122693266949,0.01477769203715501
IPSLCM5A,7.790846095873457,98.99011954848174,0.5589999658686942,114.87592728959235,0.6487075652289342,5.424054551179191,331.56045584388636,6.522598677443754,0.7671458072488471,8.502423679841543,0.5263449530751554,0.47365504692484467,1.160478720639693,2.2627502366887127,5.066884121060566,0.02277454342793026,5.41880075605681,0.023072373662016105,1.5923813364958168,11.673174093449619,0.13661618755403424,0.018287528471930596,0.2698049111370826,0.004855496348972575,0.004855496348972575,0.023060786202855597
HadGEM2,7.11560528495293,81.6347858237571,0.5325115334101745,90.02321659026688,0.5872300714121357,5.582590630317855,293.7519386516347,6.1766694808349545,0.665183647906541,9.285660434188518,0.5126112549460978,0.4873887450539022,1.1027555922620993,1.4723813223896942,3.5989488134602956,0.021738209567180884,3.3872130838091836,0.019814833919329693,1.1655152470122538,6.275074230008081,0.1470922216458793,0.017865192318031478,0.33330755477185997,0.0034216913896101906,0.0034216913896101906,0.025335971476676367
MPIESM11,8.966542166431784,121.74802977650099,0.6067154045120109,162.6961866408025,0.8107751958823775,4.5198619360576,344.85690331845154,7.896936382024231,1.1543508366755917,6.84101932543019,0.5763333364795645,0.42366666352043547,1.3363352732645621,1.7337998232286183,7.460675295204367,0.02059717275137593,9.646013002892074,0.024490826183509284,0.8789156078668707,18.44395137924157,0.10338309587526308,0.015415630641570874,0.12793397509225404,0.0063431994809528,0.0063431994809528,0.020705341137914855
