model,F_ref,lambda,T_eq,epsilon,kappa_pde,h_ml_pde,F_ref_unc,lambda_unc,T_eq_unc,epsilon_unc,kappa_pde_unc,h_ml_pde_unc,joint_converged,joint_reduced_chi2,joint_cond,joint_rmse_T,joint_rmse_N,joint_any_at_bound
CCSM3,9.166372191137324,1.7101788901885462,5.35989085336373,1.7732743266267887,4.106317086125648e-05,37.86703962036738,0.8719923448015966,0.16612046058803728,0.10528351841026541,0.17026535379378926,9.024676873876825e-07,1.47525160868499,True,0.2716622000416952,29312.177413819776,0.3590526216109406,0.29329976578989486,False
CESM1,7.603187107811834,1.1251165488362191,6.757688450744327,1.734672442466191,2.9103893157925642e-05,41.10811275772219,0.22407933820280027,0.03637001343821002,0.08974159849055725,0.0534767797992065,4.448198756737558e-07,0.6924919620559888,True,0.39612397612378697,10910.345356061687,0.3534542826313442,0.23943054025264227,False
CNRMCM6,7.49047783767621,0.6668055607080493,11.233376382948014,1.3882178591061902,3.880216112117125e-05,10.000000000015687,0.16909581770039356,0.02148712540073627,0.25831008508613723,0.03673593564083861,4.3580038089819233e-07,2.3367391622479565,True,0.2329320550505112,231976.4722703587,0.4490443776184949,0.2401648229289405,True
ECHAM5,6.9018911619855,0.5751284118979059,12.000608940896301,1.2347579506532687,3.121340711165862e-05,44.48390064680031,0.5049103270962731,0.045352390098225934,0.35327063954297716,0.09289874831112929,1.3898217590951759e-06,1.6518403571011893,True,0.6172740226814725,27138.58809168708,0.5378311312461326,0.3982733591914325,False
GISSE2R,9.329829350006015,1.9453229442786084,4.796031104987471,1.8362980969509035,5.213794911240511e-05,80.69852210799684,0.37470404565437954,0.0835512592740176,0.07300453178024488,0.07624147931521924,1.0338015794126165e-06,8.121056277684596,True,0.39205148351556507,1007484.0353690375,0.3594917960355822,0.26067254912653604,False
IPSLCM5A,6.563215574929919,0.7395192816017018,8.874975593218956,1.2723826484380196,3.531467982979704e-05,10.584047926081626,0.23373250166389495,0.03702751432340365,0.31235950623482195,0.05274921136236543,7.405576559995117e-07,0.38304103635014586,True,0.39366855741215123,3953.737210244388,0.2634728556345329,0.2502578448051696,False
HadGEM2,6.714410515729298,0.712871795699061,9.418819142851582,1.2101875547757972,3.0483807507589546e-05,10.000000000000002,0.2730661753443888,0.03369040958281484,0.2267527169748423,0.05251757898983631,6.294460848471598e-07,3.4781645931189606,True,0.5362076528334818,335224.7614108509,0.28200300508368853,0.24815517846461613,True
MPIESM11,8.607285851722253,1.2482300799470054,6.895592399189485,1.4766401678679302,3.339221631924422e-05,50.91734247695984,0.177593895753043,0.027510389208037285,0.0534222771792228,0.03146569484249936,7.657713435426876e-07,1.180248613037861,True,0.5560036727839224,15039.906990959013,0.3962379583873335,0.2608313272596081,False
