model,F_ref,lambda,T_eq,epsilon,kappa_pde,h_ml_pde,F_ref_unc,lambda_unc,T_eq_unc,epsilon_unc,kappa_pde_unc,h_ml_pde_unc,joint_converged,joint_reduced_chi2,joint_cond,joint_rmse_T,joint_rmse_N,joint_any_at_bound
CCSM3,9.166372191137324,1.7101788901885462,5.35989085336373,1.7732743266267887,4.106317086125648e-05,37.86703962036738,0.8719923448015966,0.16612046058803728,0.10528351841026541,0.17026535379378926,9.024676873876825e-07,1.47525160868499,True,0.2716622000416952,29312.177413819776,0.3590526216109406,0.29329976578989486,False
