model,C,C0,gamma,C0_prime,gamma_prime,tau_f,tau_s,F_ref,lambda,T_eq,a_f,a_s,epsilon,C_unc,C0_unc,gamma_unc,C0_prime_unc,gamma_prime_unc,tau_f_unc,tau_s_unc,F_ref_unc,lambda_unc,T_eq_unc,a_f_unc,a_s_unc,epsilon_unc
CCSM3,6.83935603239739,139.25334158362708,0.6287282721227044,188.73181739728682,0.8521233896244661,3.0494482734739052,360.2764703967955,7.2791338715439,1.3787981039295643,5.279332667196469,0.6114730400892263,0.3885269599107737,1.3553126643208486,3.1298424694337177,14.64863846882185,0.05554489961791019,14.650384559668783,0.04480503058851013,1.3961884392426152,21.549943703957705,0.3162451938365673,0.06053861055513329,0.32609500086514137,0.006227352609886984,0.006227352609886984,0.09621867943639427
CESM1,7.993405447341293,83.6097518411631,0.760193882247207,111.32878583076001,1.0122199868184178,3.475239940477576,201.5979934551993,7.624915663986749,1.2548545977190808,6.076334005426904,0.5375936459605186,0.4624063540394814,1.3315287197868486,1.687060496899422,5.63229108306154,0.04714203581728851,5.815578392305977,0.045679213378096974,0.7355248631329173,7.414393570729495,0.21558649948852146,0.03624392809406298,0.24559534336865402,0.008143947672980387,0.008143947672980387,0.05663490714210679
CNRMCM6,6.680736045085029,116.20036074542922,0.5621960283262772,126.30277367955081,0.6110731263975806,4.998138406579721,388.87966608696956,7.297064582671865,0.7104287083108926,10.271353757678636,0.5254016155194492,0.47459838448055075,1.0869396004393985,1.9868607443545565,6.699553749796317,0.028132196830669424,5.260581413171406,0.018480629435605862,1.4991730405497743,12.227589934134706,0.1367503134821663,0.015655200200603545,0.29712488646034885,0.0037046280197643206,0.0037046280197643206,0.04333266477654829
ECEARTH,8.192836204603058,59.46505547919793,0.5049242280493617,77.04064478750769,0.6541604608670598,4.65396759116405,192.08564475095167,7.525054444201155,1.0793234830097695,6.97201030335874,0.6035067811785316,0.3964932188214684,1.295561639801346,2.0409753825740102,4.563998641998041,0.03465976367100857,4.5196344454422,0.031118201126288866,1.17001786876767,8.25170706713846,0.19163833702525132,0.027202921382541507,0.24980610860983257,0.00856047184217258,0.00856047184217258,0.06411466515836414
ECHAM5,8.091842673774863,111.15643744661017,0.5561754063435549,95.8733827858517,0.4797060687921352,6.9726095254804505,349.5848109866236,6.596959761551079,0.6634716482273177,9.943092186647345,0.5629863400596945,0.4370136599403055,0.8625085958867734,2.3464120606231194,14.752107731115155,0.0675917404583375,7.551273229406855,0.02780561680094428,2.024391238006784,19.606853685118026,0.2587244807253356,0.031156133750657986,0.608341870989882,0.006768707804042161,0.006768707804042161,0.09212956262105618
GISSE2R,5.738299596966797,130.0949646242179,1.0579324070162577,175.60600463577293,1.4280282385060696,1.6939856204210015,214.7784867800185,8.653497728925874,1.9394799213474085,4.461761956738411,0.5691496781212397,0.4308503218787603,1.3498293738194604,1.768871793766858,9.49623859532852,0.07266577917348639,9.489492945219082,0.06863145675350231,0.5204825295168817,6.823686340424917,0.348355118360554,0.07809887364800777,0.25404836300751305,0.006152786949109906,0.006152786949109906,0.06623877030565473
IPSLCM5A,7.6978599145187845,97.93562479603295,0.5765572193399238,106.43039216682162,0.6265667992496015,5.386480230670073,310.41642034426644,6.510532390611395,0.7820212073542481,8.325263214584648,0.5392136972450418,0.46078630275495824,1.086738277194641,2.2512613651087396,7.50538053093566,0.04051317548973608,5.366387269047479,0.025115773314649904,1.5898995752955665,10.90440658934707,0.17608929168327667,0.022824658363567202,0.3312782912825712,0.005034080785906268,0.005034080785906268,0.06271826400611279
MIROC3,8.523841839765515,134.02855049748882,0.5068897015793106,145.44946975540202,0.5500830833842827,5.879858855766268,432.1081338847375,7.530269938491763,0.8870740875987724,8.488885025235613,0.606561777233309,0.39343822276669105,1.0852125850464016,1.9259848993155504,10.72393011834286,0.03415942524781987,7.787082373410619,0.017445569314362475,1.3312710814227413,18.920174663305136,0.14637461084105383,0.022557035638322055,0.2717046533151595,0.0038487948630336172,0.0038487948630336172,0.06452810710722647
HadGEM2,7.8815399952871825,95.10722219568326,0.4884142155115768,145.0032977952111,0.7446508299182987,5.649097979872193,432.41357476821423,6.826544879908408,0.6282866888716029,10.865334250784175,0.4430487463560022,0.5569512536439978,1.5246297226183998,1.6540359350505829,5.974127097773212,0.029336713506018946,6.00636110036558,0.027642030825757388,1.1891910754130457,9.27528499206539,0.16647111056533864,0.02096823030981505,0.4491040204619069,0.002667188844180946,0.002667188844180946,0.07199544277761681
MPIESM11,9.850792355614193,107.75263767224668,0.6429866263886287,135.75896254977334,0.8101072903422959,4.462234733560125,268.9923286929762,8.764060807651799,1.3753233854914872,6.372363692863306,0.6166376873068178,0.3833623126931822,1.25991312586439,1.9147517833982888,8.597668842801468,0.03971918374132916,8.729303148828622,0.032240014790548104,0.8686894204941498,14.536420639328583,0.1895404002636151,0.031206037089759612,0.19974710886952096,0.007435241253884357,0.007435241253884357,0.05952445573252486
