model,C,C0,gamma,C0_prime,gamma_prime,tau_f,tau_s,F_ref,lambda,T_eq,a_f,a_s,epsilon,C_unc,C0_unc,gamma_unc,C0_prime_unc,gamma_prime_unc,tau_f_unc,tau_s_unc,F_ref_unc,lambda_unc,T_eq_unc,a_f_unc,a_s_unc,epsilon_unc
CCSM3,5.783357604855879,283.5229892303777,0.33350167659969576,282.0327406141432,0.3317487308741528,4.411240168050513,1140.1479676744343,5.234851421300011,0.9775711668349711,5.354956855211476,0.7446517852227423,0.2553482147772576,0.9947438173522376,2.777641290951917,14.157504612820135,0.01663669689814032,9.202396912998498,0.010799504061554843,2.117820121204642,12.779149592752407,0.1485381726946284,0.02715164679405702,0.2126235483899342,0.0030933432128649367,0.0030933432128649367,0.03760063176461145
CESM1,8.605465897809957,273.2034070862442,0.14750559090713605,391.54177518820376,0.21139780623501953,8.0471135594923,2310.989951217202,5.8149972153755485,0.8570651381327111,6.784778608595246,0.800762025019092,0.19923797498090798,1.4331511431868884,2.804297985505235,7.501219633718086,0.004094751543754295,8.235628600969589,0.004529921819398275,2.622755196580683,22.55337866359665,0.06920420951622712,0.010078710397500043,0.11351500272115154,0.0028266076733300363,0.0028266076733300363,0.025291722075335185
CNRMCM6,8.015754914001649,398.83234728162483,0.2838952271186121,529.6532219248709,0.37701561259345123,8.110906782396752,2279.5261539621483,6.920473879233288,0.6090637101797574,11.362479431241765,0.6149235037544503,0.38507649624554974,1.3280096901239316,2.5958888218963936,8.992328534235574,0.005993684927233514,8.477029904587258,0.0052449184161375935,2.630949268087529,23.14106854664392,0.07935091397145105,0.006646688513816588,0.1798592540867313,0.0018469638706611897,0.0018469638706611897,0.021089658687343416
ECHAM5,8.9728467118576,170.50660134333853,0.41423118048569485,210.42430260649985,0.5112078159135444,8.103126490723923,778.0073443482922,6.9934672428918745,0.5858579731542098,11.937137605620757,0.5241154752895716,0.4758845247104284,1.234112350775097,2.6723097540262937,7.888078214659992,0.0195258981388602,6.367586243495589,0.016145130234467647,2.4255990776057277,6.003999040896485,0.1944462730634565,0.015904108266051625,0.4638626066473668,0.002767735479941551,0.002767735479941551,0.04318543480670835
GISSE2R,8.716927446369237,208.08449483390507,0.1869147571018624,285.26322378682477,0.25624161101849036,5.747961387625301,1341.0223355738963,6.067684764634236,1.2589535523092727,4.819625595800898,0.8294256536700952,0.1705743463299047,1.370900912220896,3.773112526776246,7.866886986521263,0.007369817127318328,8.731899214764882,0.008351619988791852,2.489133881532593,16.84628441298493,0.07168078966534312,0.014513814569518,0.07955525765976415,0.004273517166531028,0.004273517166531028,0.030418541707579294
IPSLCM5A,8.594460532963334,251.52824984415062,0.34543701222125084,317.7034919071541,0.4363189625207733,7.360848085856657,1169.7256328582716,6.466642174710484,0.7268163027388007,8.897216738731341,0.6201015458785888,0.3798984541214112,1.263092682845789,2.7246689739161365,8.352506633217693,0.011120416127229646,6.896988876549492,0.00877981437454733,2.3391567579376598,13.156078175099232,0.11271825475559433,0.012198012115770877,0.21528552698115572,0.002141784325981171,0.002141784325981171,0.031739366366520846
HadGEM2,7.9199562927294185,212.41883959464656,0.30117524464545525,240.99599430851438,0.34169298581494933,8.020289063482922,1085.079456320159,6.088353403948332,0.6418669035365845,9.485382982675183,0.6473920202417676,0.3526079797582324,1.1345321100915573,1.9677872309243936,7.269398954424654,0.010260103535909114,5.1871072114187475,0.007269903197363281,1.9948394224169455,8.143258227416315,0.11805950094664648,0.012101867434340672,0.25654272101406994,0.0018508304124202324,0.0018508304124202324,0.030185363653374087
MPIESM11,11.212399298146241,196.1648035311194,0.17907083858757766,311.5628456246159,0.284412998837894,7.807477406641636,1368.4099196495647,7.9762542786056745,1.1496557767434528,6.9379499846462185,0.7993898305958363,0.20061016940416365,1.5882708825244987,3.02103588776115,6.630111176547523,0.006368240862268994,8.825205998567322,0.008648653575819058,2.104391158629688,17.265692117554128,0.09026984640891549,0.012762588330739096,0.10998762867048432,0.004510271768866792,0.004510271768866792,0.029286733355173768
