model,C,C0,gamma,C0_prime,gamma_prime,tau_f,tau_s,F_ref,lambda,T_eq,a_f,a_s,epsilon,C_unc,C0_unc,gamma_unc,C0_prime_unc,gamma_prime_unc,tau_f_unc,tau_s_unc,F_ref_unc,lambda_unc,T_eq_unc,a_f_unc,a_s_unc,epsilon_unc
CCSM3,5.814275099168018,282.820320195496,0.3275323740131707,281.70430631749866,0.3262399255970193,4.45058958503841,1152.8809804491702,5.239905572814761,0.9784754441960356,5.355173299336224,0.7480101158447654,0.25198988415523466,0.9960539826939384,2.7948299254265887,14.211915741976378,0.016427745127608945,9.196938201771315,0.010603353702764768,2.1384943848804583,13.210152183172916,0.14800299219150734,0.027016216898374634,0.21152195268587873,0.003101155418224976,0.003101155418224976,0.038049694210593385
CESM1,8.604363952916556,270.6809081835672,0.1458758767523255,389.8386716810102,0.21009260832264984,8.062256840971,2312.8395109681205,5.810921611982295,0.8562306904296632,6.786630842520173,0.8015933346172983,0.19840666538270166,1.4402148799376497,2.805206440666409,7.621997871102627,0.004154387432707022,8.486491519080692,0.004660275661666608,2.6288645225926706,23.72658889042625,0.06903846064873242,0.010043637726094515,0.11330787484514422,0.002964967486642671,0.002964967486642671,0.02572336115985595
CNRMCM6,8.041276594324986,404.2966123173075,0.27638632628219745,540.4006543415007,0.3694301337769313,8.21331033331949,2357.3103458754213,6.916615800398571,0.607538150674736,11.384660852519186,0.6192089740130365,0.38079102598696346,1.336644032815624,2.611850481416009,9.163555873347327,0.005856659057474181,8.558497107939361,0.005039982166893592,2.6718568196220773,23.764082012970597,0.07921297549802742,0.00657730857494823,0.17941844447237235,0.0017635436015830004,0.0017635436015830004,0.021672642968804123
ECEARTH,8.185828748036965,60.15976737572088,0.46991539402305194,79.52668278849478,0.6211927689897252,4.771674586445193,205.20511352413794,7.5265425328307005,1.07026206762141,7.032429496037327,0.6149217256796111,0.38507827432038894,1.3219247057891708,2.10010311913573,5.673554045972673,0.03723123170928198,6.201461807042637,0.036561514481611206,1.2328199753294777,12.637473513478803,0.18982576032840218,0.026543949767268666,0.24875306898163616,0.01203781838398426,0.01203781838398426,0.07011432054198534
ECHAM5,8.999146668029782,170.76650815436838,0.40525481100430094,211.1217549571366,0.5010239292748697,8.21172947186969,789.5033738293685,6.986702923017142,0.5849075469204578,11.944969696154855,0.5288279422909431,0.4711720577090569,1.2363182759835327,2.6886158423237756,7.932962532300071,0.019167442455978363,6.37306276940572,0.01576591437926092,2.465613200787964,6.28716267492083,0.19353408580536255,0.015773103757317403,0.4617807247095368,0.002815623925773019,0.002815623925773019,0.043655068203635516
GISSE2R,8.735052579127801,205.91608515663063,0.1819263657124763,283.5680165049399,0.25053166019448303,5.784550669689733,1358.3901648365536,6.064871087485905,1.258247263219165,4.8200947975592845,0.8325268158735029,0.16747318412649714,1.377104738025896,3.783995145375041,7.7541323358036784,0.007116321401402099,8.584670552385465,0.008034879571360372,2.5069521748838497,16.99636396133141,0.07129781849417316,0.01442783664908124,0.07915582886653852,0.004136721410821573,0.004136721410821573,0.030840100916462176
IPSLCM5A,8.639556032759547,255.95005138009995,0.3328891290949514,325.8702350752836,0.4238274544867406,7.494480875927577,1222.9069022941846,6.4631725424803275,0.7247898148779942,8.917305968997772,0.6264378018006616,0.3735621981993385,1.2731790180082765,2.7514945423278334,8.585918638713675,0.010809250766542862,6.976469407162634,0.008342134852645474,2.3921715505497194,13.658030755110897,0.11216064200156774,0.012011624567207063,0.21397900417227975,0.0020212154947078145,0.0020212154947078145,0.03288038844663774
MIROC3,8.64700493767302,150.43263875764677,0.4847899449711926,164.69541915892128,0.5307537237294018,6.071108956963199,500.5572620499445,7.526788566071076,0.8829424217800029,8.524665233432943,0.6152521608761449,0.38474783912385513,1.0948117411159186,1.9802123263085165,14.324592676258199,0.03558657402364657,11.540351270041155,0.018622136432958243,1.3902682435611686,30.55531333513722,0.14387718655497675,0.023845818913386812,0.2820603431630933,0.004887314277779209,0.004887314277779209,0.0705913688760859
HadGEM2,7.94979159224745,213.42819639612978,0.292558597391622,242.8522767481359,0.3328919170873198,8.129027746270978,1112.4728451285216,6.086616211611109,0.6413079857304388,9.490940931724962,0.6532330429375389,0.3467669570624611,1.1378640725492242,1.9859190591325306,7.361065660388054,0.010036877572394255,5.168727753612263,0.006986243897766679,2.0327365860512625,8.202100690201794,0.11756309941471689,0.011990692445259767,0.2551381128063297,0.0017580075064691748,0.0017580075064691748,0.030881062035669756
MPIESM11,11.222184310633628,194.4381024097467,0.17436615607829709,309.8596028730359,0.27787263508189114,7.85860791492902,1386.9024706170762,7.96699946059955,1.1481669313178267,6.938886013251837,0.8029151184410768,0.19708488155892326,1.5936156495708702,3.030767821480411,6.563913733720275,0.00616406130902627,8.73122426388987,0.008355066244928993,2.1231006655432894,17.538705386373284,0.09004196235024263,0.01272281060453159,0.10982751150521404,0.0043935404473320954,0.0043935404473320954,0.029627021123760658
