model,C,C0,gamma,C0_prime,gamma_prime,tau_f,tau_s,F_ref,lambda,T_eq,a_f,a_s,epsilon,C_unc,C0_unc,gamma_unc,C0_prime_unc,gamma_prime_unc,tau_f_unc,tau_s_unc,F_ref_unc,lambda_unc,T_eq_unc,a_f_unc,a_s_unc,epsilon_unc
CCSM3,5.814275092171283,282.82032017634833,0.3275323741548534,281.7043058416982,0.32623992520920875,4.450589584757576,1152.8809798545612,5.239905566669285,0.9784754430954555,5.355173299079008,0.7480101158559631,0.25198988414403684,0.9960539810790319,2.794829922127379,14.211915668163194,0.016427745050548597,9.196938244221066,0.010603353758166272,2.1384943847346434,13.210152179340064,0.14800299290305272,0.027016217100784046,0.21152195421321685,0.003101155420386283,0.003101155420386283,0.03804969363618079
CESM1,8.606862999552547,270.82742481177485,0.14594712995238107,389.7671356627809,0.21004296311305473,8.06238158073874,2312.6702576726825,5.8125834303561,0.8565740383307815,6.785850574788803,0.8016947158627696,0.1983052841372304,1.4391715902983946,2.8060314032903304,7.5988425590941375,0.004140889853579847,8.44551741731755,0.004636496687226683,2.628912725850074,23.56075240147831,0.06910387427251974,0.010057791638404385,0.11338915250470957,0.002942116512238627,0.002942116512238627,0.0256535087241913
CNRMCM6,8.04128242040208,404.34664736334906,0.2763513064952212,540.611331042813,0.36948160350529907,8.213357723421435,2358.1070299669886,6.916609688171217,0.6074819639574153,11.385703771537939,0.619154968285483,0.380845031714517,1.336999662462925,2.6118546033835184,9.168043543020953,0.005858207281081244,8.560651653529556,0.005039411465526034,2.671874797375868,23.773865661402333,0.07921627947665004,0.0065747971555324605,0.17941441589270737,0.0017633277872979827,0.0017633277872979827,0.021696760306197434
ECEARTH,8.18569492644584,60.18005898511556,0.4697270645915082,79.60145210478626,0.6213180423045241,4.772051499336326,205.39024949745613,7.526176138888736,1.0699848675200088,7.033908952687123,0.6148247155906177,0.38517528440938237,1.3227214038536292,2.1001250296958753,5.677879769290313,0.037234370209188385,6.205565852672688,0.036543280941178286,1.2329521470783869,12.648345024607359,0.18977450571880305,0.026525388700170502,0.24872354080041234,0.01202949344832901,0.01202949344832901,0.07029290170055451
ECHAM5,8.999050634343428,170.76921988352711,0.40522507120916296,211.13886871333028,0.5010198159114189,8.211851897657128,789.5848165482618,6.986599305774585,0.5848844646683574,11.945263941548086,0.5288208912416581,0.4711791087583419,1.236398859568119,2.68859248202086,7.934101109139559,0.019168301161820594,6.37271575110831,0.015763642908521752,2.4656567443621755,6.287798156103204,0.19352373527277147,0.015770025814133073,0.46174795493202975,0.0028153697779886326,0.0028153697779886326,0.04367188047681257
GISSE2R,8.735030612439216,206.03237412816605,0.1815991048959097,283.8982300049633,0.2502308905024961,5.786486999843804,1361.36849705568,6.064051507948184,1.2580430894859997,4.820225601672977,0.8326745279122315,0.16732547208776852,1.3779301976511682,3.7841326248717166,7.728168096015296,0.007071386411368797,8.538055760315554,0.007967382419444544,2.507888017403382,16.933909118984797,0.0711984329426115,0.01440531469471495,0.07905291616854894,0.004099887327262269,0.004099887327262269,0.030888224512694462
IPSLCM5A,8.639589635529868,255.97067272658902,0.3328575722163639,325.9549970150941,0.42386335826106636,7.494538789402374,1223.1841471439748,6.463182605236631,0.7247498394843527,8.917811709810211,0.626405843049118,0.3735941569508821,1.273407588232804,2.751508293056854,8.589234707350066,0.010811649026665192,6.977165921841656,0.008341044559831465,2.3921935537973678,13.661511337759107,0.11215901118384834,0.012008072639543678,0.21396478493795856,0.0020209870800260064,0.0020209870800260064,0.03290686651374503
MIROC3,8.647008108988267,150.43351427345164,0.48478917412376243,164.69759209953628,0.5307567933896046,6.07110973149799,500.56262820250043,7.526791022992425,0.8829397101894858,8.524694196138395,0.6152501336276482,0.38474986637235176,1.0948198138890515,1.9802141840831768,14.325031580996052,0.035588007514332325,11.54055719408403,0.018622598244424294,1.3902684769587208,30.55563218112487,0.1438767115603126,0.02384663609355756,0.28206797704020076,0.004887286241323904,0.004887286241323904,0.07059532296838719
HadGEM2,7.949794511687538,213.42905437229012,0.29255612305323697,242.8561547801275,0.332893079206349,8.129035643100924,1112.4890419827905,6.086616740283881,0.6413062632854978,9.49096724722651,0.6532317025072886,0.34676829749271143,1.1378776685038714,1.9859201944290958,7.361377600703389,0.010037177108703688,5.168690941805506,0.006986093703306733,2.0327392524700945,8.20225514547592,0.1175622430793939,0.01199031154710723,0.25513426016516744,0.001757996216701559,0.001757996216701559,0.030883782504728882
MPIESM11,11.209091618694158,194.25774606382708,0.17471134335336147,310.2747290878128,0.27905458508573877,7.848266267970456,1384.2666633762765,7.9609630894737515,1.1471868821140376,6.939552058687489,0.8021034921420576,0.19789650785794247,1.5972322101681655,3.0258066955094924,6.5964742008118264,0.006219661411114076,8.795691180039634,0.008454238124396093,2.119315879297155,17.603051609758314,0.089900497923748,0.012697431934382329,0.10973097943516817,0.0044473392788127,0.0044473392788127,0.029859565590601815
